order_id,product_name,order_date,order_type,payment_method,rating,price,region,preparation_time_minutes,quantity,line_total,employee_id
ORD00213,Tea,2026-06-11 09:28,Online,Cash,3,31.33,East,20,5,156.65,EMP004
ORD00285,Pizza,2026-04-06 14:22,Dine-In,Cash,1,8.61,North,27,2,17.22,EMP019
ORD00121,Coffee,2026-05-29 10:19,Takeaway,E-Wallet,3,23.92,West,36,5,119.6,EMP018
ORD00047,Fries,2026-01-10 14:15,Online,Card,1,9.37,North,16,4,37.48,EMP017
ORD00117,Rice Bowl,2026-05-26 09:45,Dine-In,Cash,2,29.54,South,12,4,118.16,EMP007
ORD00094,Coffee,2026-01-17 18:46,Takeaway,E-Wallet,4,2.99,South,29,5,14.95,EMP010
ORD00019,Noodles,2026-04-21 18:39,Takeaway,Card,5,16.1,East,21,3,48.3,EMP022
ORD00232,Pizza,2026-04-20 19:53,Takeaway,E-Wallet,4,5.9,East,39,3,17.7,EMP017
ORD00031,Noodles,2026-03-21 13:37,Takeaway,Cash,2,7.35,South,28,4,29.4,EMP025
ORD00236,Pizza,2026-01-28 22:18,Dine-In,Card,5,26.9,East,28,4,107.6,EMP008
ORD00048,Sandwich,2026-02-10 13:37,Dine-In,Card,4,34.62,West,11,1,34.62,EMP008
ORD00183,Tea,2026-05-01 10:43,Dine-In,Cash,1,6.87,Central,21,3,20.61,EMP029
ORD00068,Pasta,2026-05-17 10:50,Takeaway,Card,1,4.77,East,39,5,23.85,EMP006
ORD00096,Coffee,2026-04-27 19:32,Takeaway,E-Wallet,4,32.1,East,29,2,64.2,EMP005
ORD00266,Rice Bowl,2026-01-24 21:29,Online,E-Wallet,4,27.58,West,10,1,27.58,EMP016
ORD00308,Pasta,2026-05-28 21:49,Dine-In,Card,1,29.76,East,17,1,29.76,EMP019
ORD00092,Smoothie,2026-03-08 14:37,Dine-In,Card,4,18.22,South,41,3,54.66,EMP011
ORD00100,Burger,2026-03-27 11:32,Dine-In,Cash,2,7.42,North,6,5,37.1,EMP023
ORD00006,Pasta,2026-05-29 22:42,Takeaway,Card,2,14.11,West,43,5,70.55,EMP027
ORD00014,Salad,2026-05-27 22:48,Takeaway,E-Wallet,5,38.51,North,20,3,115.53,EMP018
ORD00054,Pasta,2026-05-14 18:28,Online,Cash,2,3.66,Unknown,45,1,3.66,EMP018
ORD00201,Latte,2026-06-22 15:15,Takeaway,Card,5,5.99,South,15,1,5.99,EMP027
ORD00035,Noodles,15/03/2026 09:30,Dine-In,Cash,4,18.63,Central,30,3,55.89,EMP008
ORD00174,Tea,2026-04-26 09:08,Online,Card,5,18.63,East,27,4,74.52,EMP012
ORD00191,Tea,2026-06-17 19:20,Takeaway,Card,5,15.83,Central,30,1,15.83,EMP007
ORD00237,Latte,2026-01-27 15:13,Dine-In,E-Wallet,5,17.86,South,13,5,89.3,EMP002
ORD00073,Rice Bowl,2026-01-27 17:00,Takeaway,E-Wallet,4,35.06,Central,14,1,35.06,EMP001
ORD00007,Cake,2026-05-14 19:00,Dine-In,Cash,3,23.74,North,23,1,23.74,EMP004
ORD00190,Pizza,2026-02-27 17:33,Dine-In,Cash,1,31.76,North,35,2,63.52,EMP014
ORD00170,Pizza,2026-05-31 12:10,Dine-In,E-Wallet,5,3.34,West,25,2,6.68,EMP003
ORD00295,Tea,2026-04-05 08:58,Dine-In,Card,2,35.96,East,23,5,179.8,EMP025
ORD00343,Coffee,2026-04-16 19:10,Dine-In,Card,2,39.21,East,17,1,39.21,EMP029
ORD00206,Fries,2026-04-27 17:14,Takeaway,Card,5,2.56,West,19,5,12.8,EMP004
ORD00067,Pizza,2026-05-13 14:34,Dine-In,E-Wallet,1,22.68,North,16,3,68.04,EMP020
ORD00247,Pasta,2026-04-21 21:58,Online,E-Wallet,5,8.83,East,21,5,44.15,EMP019
ORD00019,Latte,2026-02-16 09:07,Online,Card,1,21.28,East,24,1,21.28,EMP021
ORD00209,Burger,2026-03-13 11:05,Online,Card,1,30.87,South,33,1,30.87,EMP003
ORD00197,Cake,2026-05-07 21:58,Online,E-Wallet,3,28.2,West,28,3,84.6,EMP016
ORD00113,Coffee,2026-04-21 14:28,Dine-In,E-Wallet,5,6.63,Central,36,1,6.63,EMP004
ORD00207,Burger,2026-06-22 21:44,Takeaway,E-Wallet,3,17.88,East,22,5,89.4,EMP001
ORD00040,Sandwich,2026-06-13 10:19,Takeaway,E-Wallet,1,30.04,East,33,4,120.16,EMP001
ORD00170,Noodles,2026-02-18 09:28,Online,Card,5,24.57,Central,34,1,24.57,EMP023
ORD00095,Wrap,2026-03-10 12:28,Online,Cash,1,39.81,West,31,5,199.05,EMP004
ORD00186,Fries,2026-05-18 22:14,Dine-In,Cash,5,20.97,Central,36,2,41.94,EMP014
ORD00304,Rice Bowl,2026-01-30 12:05,Dine-In,Card,4,23.57,Central,33,3,70.71,EMP011
ORD00339,Tea,2026-03-09 22:25,Online,Cash,4,4.03,South,32,3,12.09,EMP009
ORD00166,Burger,2026-04-23 22:03,Dine-In,E-Wallet,2,35.97,East,11,4,143.88,EMP027
ORD00078,Latte,2026-03-10 22:43,Online,Card,5,19.86,South,45,3,59.58,EMP029
ORD00200,Latte,2026-02-03 21:07,Dine-In,Card,4,7.82,Central,14,2,15.64,EMP029
ORD00170,Noodles,2026-05-27 10:37,Dine-In,Cash,5,27.34,West,18,1,27.34,EMP022
ORD00126,Pizza,2026-05-28 08:59,Takeaway,Card,1,5.44,Unknown,17,4,21.76,EMP029
ORD00044,Latte,2026-04-28 13:52,Dine-In,Card,1,37.76,North,21,4,151.04,EMP009
ORD00156,Burger,2026-06-17 19:26,Takeaway,E-Wallet,3,20.52,South,33,3,61.56,EMP011
ORD00147,Pasta,2026-06-11 17:27,Dine-In,Cash,5,28.14,Central,20,2,56.28,EMP003
ORD00036,Pasta,2026-06-14 21:27,Dine-In,E-Wallet,5,11.03,West,11,2,22.06,EMP004
ORD00151,Burger,2026-02-11 21:20,Online,Cash,2,11.27,West,29,4,45.08,EMP024
ORD00061,Tea,2026-03-03 22:30,Online,Card,4,20.92,Central,23,5,104.6,EMP019
ORD00187,Burger,2026-02-03 18:30,Pickup,Cash,1,11.38,East,30,4,45.52,EMP008
ORD00021,Sandwich,2026-02-22 20:39,Dine-In,E-Wallet,1,10.89,Central,17,2,21.78,EMP022
ORD00118,Tea,2026-06-05 18:39,Takeaway,E-Wallet,5,23.8,Central,37,2,47.6,EMP027
ORD00166,Smoothie,2026-04-27 14:03,Takeaway,Cash,5,32.89,West,41,5,164.45,EMP013
ORD00221,Coffee,2026-03-06 19:21,Dine-In,Card,5,37.98,North,7,5,189.9,EMP018
ORD00335,Rice Bowl,2026-03-29 17:31,Dine-In,Card,2,3.47,East,31,1,3.47,EMP004
ORD00087,Latte,2026-03-28 09:25,Dine-In,Card,5,4.1,Central,4,3,12.3,EMP008
ORD00086,Latte,2026-03-23 15:26,Takeaway,Card,5,8.38,South,31,4,33.52,EMP018
ORD00074,Tea,2026-05-24 17:34,Dine-In,E-Wallet,5,22.45,North,31,5,112.25,EMP010
ORD00100,Noodles,2026-02-03 17:18,Takeaway,Card,3,31.77,North,28,1,31.77,EMP015
ORD00344,Noodles,2026-01-08 13:41,Takeaway,Cash,3,28.44,West,38,5,142.2,EMP011
ORD00275,Pizza,2026-02-20 14:46,Dine-In,Cash,2,18.21,Unknown,11,2,36.42,EMP026
ORD00126,Pizza,2026-01-14 20:45,Dine-In,Card,2,22.16,North,37,4,88.64,EMP007
ORD00280,Fries,2026-06-17 15:52,Takeaway,Card,1,9.92,East,36,5,49.6,EMP024
ORD00196,Fries,2026-01-06 14:26,Online,Cash,3,36.86,West,32,4,147.44,EMP013
ORD00161,Wrap,2026-01-26 12:27,Online,Card,5,20.12,Central,27,1,20.12,EMP020
ORD00045,Pizza,2026-05-22 13:36,Online,E-Wallet,4,28.83,West,16,4,115.32,EMP009
ORD00323,Salad,2026-06-30 09:30,Dine-In,Card,3,11.95,East,13,1,11.95,EMP009
ORD00042,Pizza,2026-04-10 11:47,Online,E-Wallet,5,20.44,Central,43,3,61.32,EMP014
ORD00074,Latte,2026-02-24 21:29,Takeaway,Card,2,11.58,East,16,5,57.9,EMP005
ORD00196,Fries,2026-04-24 09:32,Online,E-Wallet,3,-3,South,18,4,157.2,EMP021
ORD00200,Pizza,2026-05-26 22:23,Dine-In,E-Wallet,2,35.48,South,16,5,177.4,EMP026
ORD00030,Wrap,2026-05-28 09:25,Takeaway,E-Wallet,4,37.46,North,14,4,149.84,EMP011
ORD00157,Latte,2026-02-10 15:35,Dine-In,E-Wallet,2,31.83,North,11,4,127.32,EMP015
ORD00092,Latte,2026-04-24 16:13,Dine-In,Card,4,2.56,South,10,1,2.56,EMP018
ORD00214,Sandwich,2026-02-26 14:16,Online,Card,2,29.51,North,41,4,118.04,EMP020
ORD00244,Noodles,2026-04-13 09:14,Takeaway,Cash,1,38.61,South,5,3,115.83,EMP021
ORD00227,Fries,2026-01-20 11:28,Takeaway,Cash,3,17.06,West,31,5,85.3,EMP006
ORD00008,Noodles,2026-05-16 08:14,Online,Cash,1,24.25,North,26,1,24.25,EMP029
ORD00232,Pizza,2026-03-03 16:50,Online,Cash,1,16.57,South,37,1,16.57,EMP015
ORD00334,Tea,2026-01-21 09:38,Dine-In,E-Wallet,5,24.68,South,21,4,98.72,EMP001
ORD00192,Sandwich,2026-03-21 13:19,Online,Cash,3,13.25,South,29,5,66.25,EMP009
ORD00327,Tea,2026-05-22 16:32,Takeaway,E-Wallet,1,33.35,North,37,3,100.05,EMP026
ORD00230,Wrap,2026-03-16 08:45,Takeaway,E-Wallet,1,37.7,South,16,2,75.4,EMP009
ORD00327,Tea,2026-05-10 08:13,Dine-In,Cash,5,35.45,West,6,1,35.45,EMP010
ORD00198,Pasta,2026-05-16 15:23,Online,Card,3,39.25,East,17,4,157.0,EMP030
ORD00070,Coffee,2026-03-05 20:48,Online,Card,4,14.86,East,36,1,14.86,EMP015
ORD00132,Latte,2026-05-30 12:13,Online,Cash,3,16.15,Central,8,4,64.6,EMP007
ORD00339,Fries,2026-01-02 08:31,Online,E-Wallet,2,15.35,West,32,3,46.05,EMP006
ORD00158,Wrap,2026-01-25 15:18,Dine-In,Card,1,13.59,Central,8,2,27.18,EMP011
ORD00254,Noodles,2026-04-03 21:51,Takeaway,Cash,3,35.33,North,39,2,70.66,EMP004
ORD00027,Fries,2026-05-23 19:53,Takeaway,Cash,1,29.11,North,13,5,145.55,EMP013
ORD00056,Latte,2026-05-20 09:46,Dine-In,Cash,4,25.54,East,31,4,102.16,EMP002
ORD00049,Latte,2026-05-14 09:17,Online,Cash,1,32.59,East,37,1,32.59,EMP002
ORD00195,Salad,2026-05-15 17:46,Dine-In,Cash,4,11.6,South,40,4,46.4,EMP029
ORD00172,Noodles,2026-02-18 16:48,Takeaway,Cash,2,-3,North,15,4,132.6,EMP010
ORD00156,Salad,2026-03-08 19:10,Takeaway,Cash,2,9.2,West,34,3,27.6,EMP012
ORD00222,Coffee,2026-05-23 08:22,Dine-In,Cash,2,30.08,East,16,1,30.08,EMP021
ORD00225,Burger,2026-04-08 16:15,Takeaway,Cash,4,37.26,Central,25,2,74.52,EMP019
ORD00176,Smoothie,2026-06-30 19:00,Takeaway,Cash,1,20.22,East,16,5,101.1,EMP024
ORD00277,Salad,2026-06-22 12:59,Online,Cash,5,38.63,West,36,5,193.15,EMP012
ORD00233,Tea,2026-06-29 18:30,Dine-In,E-Wallet,4,16.07,Central,38,1,16.07,EMP013
ORD00073,Tea,2026-03-22 20:37,Online,Cash,3,7.16,West,32,5,35.8,EMP021
ORD00101,Sandwich,2026-06-15 15:30,Takeaway,Card,3,28.42,West,4,1,28.42,EMP008
ORD00052,Coffee,2026-05-11 21:25,Dine-In,Cash,2,20.2,South,30,1,20.2,EMP022
ORD00098,Tea,2026-01-03 09:51,Dine-In,Cash,4,25.28,East,6,4,101.12,EMP029
ORD00335,Coffee,2026-05-15 21:07,Online,Card,2,6.69,Central,8,5,33.45,EMP015
ORD00033,Pizza,2026-06-15 14:44,Takeaway,Card,3,34.37,North,33,2,68.74,EMP027
ORD00010,Fries,2026-03-05 10:36,Takeaway,Cash,3,14.03,Unknown,6,3,42.09,EMP002
ORD00062,Cake,2026-06-17 08:47,Dine-In,E-Wallet,5,27.94,North,40,4,111.76,EMP016
ORD00125,Pasta,2026-04-28 18:28,Online,Card,4,23.32,East,6,3,69.96,EMP018
ORD00316,Pasta,2026-01-24 16:38,Dine-In,E-Wallet,4,8.98,Unknown,25,1,8.98,EMP001
ORD00130,Cake,2026-02-20 17:07,Dine-In,E-Wallet,5,5.68,West,41,2,11.36,EMP026
ORD00044,Tea,2026-05-25 18:49,Online,Cash,2,10.32,North,26,3,30.96,EMP014
ORD00256,Noodles,2026-01-03 20:29,Dine-In,Card,4,17.73,South,6,2,35.46,EMP012
ORD00054,Salad,2026-04-14 11:28,Dine-In,E-Wallet,4,15.35,South,37,5,76.75,EMP012
ORD00078,Salad,2026-04-08 20:31,Online,E-Wallet,1,36.41,North,15,2,72.82,EMP029
ORD00004,Pizza,2026-02-16 16:35,Dine-In,E-Wallet,3,5.47,East,45,5,27.35,EMP030
ORD00047,Salad,2026-06-13 22:44,Online,E-Wallet,5,16.15,South,16,4,64.6,EMP025
ORD00166,Smoothie,2026-05-22 14:36,Takeaway,Card,2,20.04,South,23,2,40.08,EMP002
ORD00283,Pasta,2026-05-29 15:19,Takeaway,Cash,4,10.8,Central,18,4,43.2,EMP025
ORD00023,Tea,2026-04-16 13:47,Takeaway,E-Wallet,3,32.37,Central,7,1,32.37,EMP023
ORD00178,Pasta,2026-01-22 12:37,Dine-In,E-Wallet,5,31.76,North,35,3,95.28,EMP007
ORD00324,Smoothie,2026-04-03 13:05,Dine-In,Cash,5,24.83,South,28,5,124.15,EMP005
ORD00169,Burger,2026-01-26 13:44,Online,Cash,5,10.08,East,31,3,30.24,EMP020
ORD00268,Noodles,2026-02-24 11:49,Dine-In,Cash,3,33.57,Central,38,5,167.85,EMP028
ORD00041,Tea,2026-04-17 14:17,Dine-In,Card,,12.63,Central,34,1,12.63,EMP014
ORD00319,Cake,2026-02-26 17:54,Online,Cash,1,14.47,South,18,2,28.94,EMP003
ORD00249,Coffee,2026-05-23 12:00,Takeaway,Cash,1,28.17,South,26,2,56.34,EMP018
ORD00229,Sandwich,2026-06-22 18:55,Online,E-Wallet,5,20.68,North,41,4,82.72,EMP019
ORD00190,Wrap,2026-02-15 20:47,Dine-In,Cash,5,13.85,East,39,1,13.85,EMP020
ORD00264,Sandwich,2026-02-19 16:08,Takeaway,E-Wallet,5,36.79,East,36,5,183.95,EMP015
ORD00277,Salad,2026-01-30 11:37,Takeaway,E-Wallet,4,11.24,South,25,4,44.96,EMP029
ORD00322,Latte,2026-06-13 20:28,Takeaway,E-Wallet,5,36.9,South,24,2,73.8,EMP002
ORD00077,Salad,2026-05-24 16:45,Online,E-Wallet,1,4.37,West,25,4,17.48,EMP006
ORD00098,Salad,2026-05-15 10:54,Dine-In,E-Wallet,4,11.48,Central,43,4,45.92,EMP030
ORD00250,Wrap,2026-05-02 11:33,Online,E-Wallet,3,29.14,North,44,5,145.7,EMP012
ORD00335,Pizza,2026-03-21 08:27,Online,Card,2,11.1,East,29,1,11.1,EMP027
ORD00066,Rice Bowl,2026-05-05 14:03,Takeaway,Card,2,9.01,East,8,2,18.02,EMP002
ORD00098,Burger,2026-02-14 16:32,Takeaway,E-Wallet,3,32.51,Central,5,1,32.51,EMP011
ORD00195,Smoothie,2026-06-16 10:24,Online,Cash,2,29.45,South,38,4,117.8,EMP030
ORD00066,Cake,2026-02-09 08:05,Dine-In,Cash,2,32.6,North,11,2,65.2,EMP022
ORD00043,Rice Bowl,2026-04-06 22:02,Dine-In,E-Wallet,5,10.99,Central,40,3,32.97,EMP009
ORD00147,Pizza,2026-06-25 22:30,Takeaway,Card,4,35.83,North,24,3,107.49,EMP026
ORD00150,Cake,2026-06-03 13:32,Dine-In,Card,5,17.08,North,30,5,85.4,EMP016
ORD00162,Rice Bowl,2026-05-20 16:08,Dine-In,E-Wallet,1,35.7,Central,38,5,178.5,EMP017
ORD00273,,2026-01-25 15:34,Dine-In,E-Wallet,2,26.19,West,41,1,26.19,EMP002
ORD00282,Coffee,2026-06-06 09:00,Dine-In,Card,3,6.6,South,7,5,33.0,EMP005
ORD00047,Latte,2026-05-16 13:55,Pickup,Cash,5,30.64,West,28,3,91.92,EMP021
ORD00007,Pizza,2026-04-02 19:53,Online,E-Wallet,5,21.59,South,9,4,86.36,EMP009
ORD00067,Salad,2026-06-13 22:13,Dine-In,Card,3,11.8,Central,5,5,59.0,EMP002
ORD00145,Coffee,2026-05-22 14:17,Dine-In,Card,1,14.2,East,4,5,71.0,EMP013
ORD00188,Fries,2026-04-12 16:56,Takeaway,Card,1,16.82,East,12,4,67.28,EMP012
ORD00343,Latte,2026-01-24 11:03,Dine-In,E-Wallet,2,31.43,South,23,4,125.72,EMP021
ORD00202,Rice Bowl,2026-06-29 13:36,Online,Cash,3,29.93,West,3,5,149.65,EMP019
ORD00085,Wrap,2026-01-26 09:38,Online,Card,2,6.5,West,24,3,19.5,EMP021
ORD00168,Fries,2026-04-08 18:35,Dine-In,Card,4,12.02,West,14,3,36.06,EMP020
ORD00152,Wrap,15/03/2026 09:30,Dine-In,Cash,1,13.94,South,35,5,69.7,EMP016
ORD00170,Rice Bowl,2026-04-16 14:01,Takeaway,Cash,5,38.76,North,10,1,38.76,EMP008
ORD00011,Latte,2026-01-26 08:30,Takeaway,E-Wallet,5,14.28,South,32,4,57.12,EMP010
ORD00137,Smoothie,2026-05-16 12:02,Online,E-Wallet,2,15.95,North,40,5,79.75,EMP016
ORD00231,Tea,2026-04-23 21:56,Dine-In,E-Wallet,5,11.66,North,11,2,23.32,EMP024
ORD00025,Sandwich,2026-06-18 16:12,Online,Cash,1,13.5,South,5,4,54.0,EMP007
ORD00281,Noodles,2026-06-22 20:50,Online,Card,1,26.85,East,39,1,26.85,EMP029
ORD00140,Rice Bowl,2026-06-15 20:41,Takeaway,Card,1,15.69,East,28,3,47.07,EMP018
ORD00260,Smoothie,2026-05-15 19:49,Takeaway,Cash,5,22.55,West,33,4,90.2,EMP024
ORD00276,Pasta,2026-03-30 19:44,Takeaway,E-Wallet,2,12.45,North,35,4,49.8,EMP002
ORD00260,Pizza,2026-03-26 21:29,Takeaway,E-Wallet,1,13.12,East,8,5,65.6,EMP022
ORD00264,Cake,2026-06-02 08:21,Online,Cash,3,27.79,West,24,1,27.79,EMP018
ORD00349,Tea,2026-04-28 15:40,Online,Card,3,20.31,West,16,2,40.62,EMP019
ORD00244,Fries,2026-04-18 15:09,Takeaway,Card,2,4.02,South,14,1,4.02,EMP013
ORD00276,Coffee,2026-01-03 08:39,Dine-In,Card,4,33.89,North,36,3,101.67,EMP005
ORD00050,Tea,2026-01-26 09:29,Online,E-Wallet,2,10.63,West,4,5,53.15,EMP017
ORD00028,Salad,2026-01-31 21:56,Online,Card,4,14.55,West,8,4,58.2,EMP014
ORD00039,Cake,2026-05-12 16:32,Online,Cash,4,29.24,South,27,4,116.96,EMP021
ORD00120,Latte,2026-03-03 20:30,Online,Cash,2,11.71,South,43,4,46.84,EMP018
ORD00209,Sandwich,2026-04-10 08:52,Online,Card,1,19.01,South,8,5,95.05,EMP004
ORD00158,Fries,2026-04-22 15:37,Takeaway,E-Wallet,4,39.45,South,6,5,197.25,EMP006
ORD00142,Tea,2026-05-12 21:01,Dine-In,Card,4,16.32,North,36,4,65.28,EMP005
ORD00172,Salad,2026-06-06 13:30,Online,E-Wallet,4,26.59,North,20,5,132.95,EMP021
ORD00151,Salad,2026-01-20 14:56,Dine-In,Cash,5,10.38,West,28,1,10.38,EMP002
ORD00010,Smoothie,2026-03-02 09:58,Dine-In,E-Wallet,5,-3,East,31,1,35.33,EMP013
ORD00096,Wrap,2026-04-24 11:01,Dine-In,Cash,3,29.57,East,29,3,88.71,EMP027
ORD00054,Burger,2026-04-16 12:32,Dine-In,Card,3,13.11,South,25,3,39.33,EMP014
ORD00239,Noodles,2026-02-17 16:32,Takeaway,Cash,4,3.73,Central,41,1,3.73,EMP026
ORD00343,Pizza,2026-05-24 13:59,Online,Cash,3,32.19,East,10,4,128.76,EMP014
ORD00275,Tea,2026-02-17 21:32,Dine-In,Card,5,30.09,Central,16,2,60.18,EMP023
ORD00278,Coffee,2026-02-04 13:41,Online,Cash,1,32.02,East,14,3,96.06,EMP003
ORD00232,Salad,2026-06-29 22:28,Online,Card,3,15.74,Central,6,5,78.7,EMP011
ORD00125,Pizza,2026-05-20 08:09,Takeaway,Cash,3,27.35,East,31,2,54.7,EMP018
ORD00175,Latte,2026-06-27 22:40,Takeaway,Card,3,19.5,North,14,1,19.5,EMP024
ORD00124,Latte,2026-05-08 22:24,Dine-In,Card,5,32.78,North,41,1,32.78,EMP030
ORD00226,Smoothie,2026-04-14 08:45,Dine-In,Card,4,31.73,North,30,3,95.19,EMP003
ORD00099,Sandwich,2026-04-20 18:31,Online,E-Wallet,1,10.1,Central,31,2,20.2,EMP019
ORD00200,Sandwich,2026-04-02 11:33,Online,Card,2,11.61,North,39,2,23.22,EMP009
ORD00297,Pasta,2026-01-04 09:39,Online,Card,5,39.04,East,32,3,117.12,EMP014
ORD00190,Coffee,2026-03-01 16:34,Takeaway,Cash,4,4.52,Central,16,4,18.08,EMP016
ORD00072,Cake,2026-06-25 22:29,Takeaway,Cash,4,16.6,West,5,1,16.6,EMP018
ORD00099,Latte,2026-01-22 10:04,Online,E-Wallet,2,-3,East,10,5,145.95,EMP002
ORD00294,Latte,2026-05-14 13:06,Online,Cash,3,26.43,North,31,3,79.29,EMP026
ORD00044,Smoothie,2026-04-29 09:22,Takeaway,E-Wallet,4,27.94,Central,7,5,139.7,EMP030
ORD00103,Wrap,2026-03-11 14:43,Online,E-Wallet,1,10.47,West,34,4,41.88,EMP007
ORD00189,Pizza,2026-04-18 08:17,Dine-In,E-Wallet,4,36.01,East,18,3,108.03,EMP017
ORD00247,Pasta,2026-06-03 16:50,Dine-In,Cash,5,27.09,South,45,1,27.09,EMP028
ORD00126,Sandwich,2026-04-11 12:48,Dine-In,Card,1,31.28,West,45,4,125.12,EMP020
ORD00129,Coffee,2026-01-07 18:19,Takeaway,Cash,5,11.87,South,18,4,47.48,EMP030
ORD00098,Wrap,2026-03-27 17:06,Dine-In,E-Wallet,1,27.99,North,35,4,111.96,EMP004
ORD00045,Coffee,2026-03-30 14:05,Dine-In,Card,2,16.11,South,24,3,48.33,EMP006
ORD00158,Tea,2026-05-08 10:19,Online,Cash,3,20.74,South,22,1,20.74,EMP007
ORD00083,Rice Bowl,2026-04-10 12:01,Takeaway,Card,3,22.9,South,30,5,114.5,EMP024
ORD00135,Tea,2026-01-28 12:07,Takeaway,Card,4,24.0,Central,25,2,48.0,EMP007
ORD00012,Sandwich,2026-03-06 16:36,Dine-In,Card,5,13.33,North,41,1,13.33,EMP003
ORD00245,Burger,2026-06-12 20:20,Takeaway,Cash,1,19.08,South,37,3,57.24,EMP028
ORD00137,Pasta,2026-04-14 11:37,Online,Cash,3,19.44,East,22,5,97.2,EMP027
ORD00248,Pasta,2026-03-25 10:57,Online,E-Wallet,5,20.74,Central,12,2,41.48,EMP027
ORD00346,Wrap,2026-02-11 19:08,Dine-In,Card,1,18.9,North,16,3,56.7,EMP021
ORD00286,Cake,2026-06-05 13:34,Dine-In,Card,1,5.22,South,10,3,15.66,EMP022
ORD00070,Pasta,2026-05-02 09:58,Online,Cash,5,38.12,West,26,4,152.48,EMP005
ORD00159,Coffee,2026-06-25 14:35,Online,E-Wallet,2,11.29,East,23,1,11.29,EMP003
ORD00039,Latte,2026-01-20 13:51,Dine-In,E-Wallet,2,23.39,South,42,4,93.56,EMP001
ORD00167,Burger,2026-03-01 20:59,Online,E-Wallet,2,11.54,North,30,5,57.7,EMP020
ORD00018,Noodles,2026-02-23 09:00,Takeaway,E-Wallet,1,32.82,Central,10,3,98.46,EMP020
ORD00172,Cake,2026-06-13 18:10,Online,Cash,4,33.75,Central,8,4,135.0,EMP028
ORD00172,Coffee,2026-01-14 14:10,Online,Cash,3,36.69,South,36,5,183.45,EMP009
ORD00237,Sandwich,2026-06-09 10:29,Dine-In,Card,1,30.14,West,20,4,120.56,EMP029
ORD00244,Wrap,2026-05-19 20:50,Online,Card,3,14.54,West,30,5,72.7,EMP014
ORD00135,Wrap,2026-04-08 22:31,Takeaway,Cash,3,11.74,South,36,1,11.74,EMP011
ORD00342,,2026-06-27 15:23,Takeaway,Cash,2,12.92,West,3,2,25.84,EMP002
ORD00087,Wrap,2026-02-14 13:59,Takeaway,Cash,3,18.06,North,23,3,54.18,EMP004
ORD00231,Pizza,2026-03-01 21:02,Takeaway,Cash,2,26.98,East,16,2,53.96,EMP017
ORD00088,Smoothie,2026-05-20 17:02,Takeaway,E-Wallet,1,8.06,East,38,2,16.12,EMP023
ORD00085,Rice Bowl,2026-01-21 13:25,Takeaway,E-Wallet,2,38.17,North,40,4,152.68,EMP007
ORD00160,Salad,2026-04-08 22:06,Dine-In,Cash,2,19.53,Central,30,1,19.53,EMP027
ORD00229,Tea,2026-04-10 16:47,Online,E-Wallet,3,11.5,Central,32,5,57.5,EMP016
ORD00157,Smoothie,2026-05-12 12:45,Online,E-Wallet,3,9.58,West,41,1,9.58,EMP019
ORD00051,Pasta,2026-02-02 16:23,Takeaway,Card,5,28.73,South,38,2,57.46,EMP017
ORD00252,Burger,2026-05-20 12:09,Online,Cash,3,31.71,North,11,1,31.71,EMP001
ORD00240,Noodles,2026-03-26 16:48,Online,Card,3,4.07,South,30,3,12.21,EMP021
ORD00118,Coffee,2026-01-05 18:25,Online,Card,2,36.42,West,22,3,109.26,EMP028
ORD00199,Rice Bowl,2026-06-18 19:45,Dine-In,Card,3,12.75,West,22,5,63.75,EMP020
ORD00333,Latte,2026-06-04 13:40,Online,Cash,1,5.07,Central,11,1,5.07,EMP005
ORD00175,Pizza,2026-02-04 08:01,Online,Cash,5,30.6,East,10,4,122.4,EMP018
ORD00214,Pizza,2026-01-28 18:08,Takeaway,E-Wallet,5,6.31,South,36,3,18.93,EMP022
ORD00288,Salad,2026-01-19 19:01,Takeaway,Cash,5,38.64,North,9,1,38.64,EMP008
ORD00196,Coffee,2026-04-15 15:03,Dine-In,E-Wallet,1,15.34,North,43,5,76.7,EMP028
ORD00185,Smoothie,2026-06-14 14:18,Dine-In,Card,4,4.55,North,27,2,9.1,EMP027
ORD00237,Wrap,2026-03-15 08:14,Takeaway,Cash,3,11.7,Central,45,3,35.1,EMP003
ORD00044,Fries,2026-06-18 21:18,Online,Cash,2,11.15,North,3,1,11.15,EMP009
ORD00276,Latte,2026-01-17 08:06,Online,Cash,4,4.62,South,22,3,13.86,EMP013
ORD00332,Smoothie,2026-03-24 22:30,Dine-In,Cash,5,35.98,South,9,1,35.98,EMP028
ORD00022,Latte,2026-03-22 09:35,Online,Card,4,20.75,North,6,3,62.25,EMP013
ORD00062,Wrap,2026-01-04 09:22,Pickup,E-Wallet,2,31.97,South,12,4,127.88,EMP004
ORD00277,Rice Bowl,2026-03-31 21:15,Takeaway,Card,1,14.83,Central,38,2,29.66,EMP004
ORD00314,Wrap,2026-06-05 12:08,Dine-In,Card,4,37.49,North,27,5,187.45,EMP002
ORD00239,Smoothie,2026-01-25 08:08,Takeaway,Cash,1,11.61,North,9,4,46.44,EMP010
ORD00196,Coffee,2026-02-12 22:37,Dine-In,Card,5,12.8,East,14,5,64.0,EMP008
ORD00194,Rice Bowl,2026-01-12 16:33,Online,E-Wallet,1,5.79,North,37,3,17.37,EMP006
